,org_index,spoke_id,spoke_name
669,669,2115978,Candidatus Phycorickettsia trachydisci
670,670,59748,Candidatus Phytoplasma australiense
671,671,37692,Candidatus Phytoplasma mali
672,672,203274,Candidatus Phytoplasma oryzae
673,673,69896,Candidatus Phytoplasma solani
674,674,135727,Candidatus Phytoplasma ziziphi
675,675,1884914,Candidatus Planktophila dulcis
676,676,1884913,Candidatus Planktophila lacus
677,677,573600,Candidatus Planktophila limnetica
678,678,1884904,Candidatus Planktophila sulfonica
679,679,1884907,Candidatus Planktophila vernalis
680,680,1884905,Candidatus Planktophila versatilis
681,681,669502,Candidatus Profftella armatura
682,682,362787,Candidatus Protochlamydia amoebophila
683,683,389348,Candidatus Protochlamydia naegleriophila
684,684,1302376,Candidatus Pseudomonas adelgestsugas
685,685,472834,Candidatus Purcelliella pentastirinorum
686,686,2738883,Candidatus Reidiella endopervernicosa
687,687,535712,Candidatus Rhodoluna planktonica
688,688,676208,Candidatus Rickettsiella viridis
689,689,1719125,Candidatus Riesia sp. GBBU
690,690,2738852,Candidatus Ruthia endofausta
691,691,1619070,Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17
692,692,1394711,Candidatus Saccharibacteria bacterium RAAC3_TM7_1
693,693,1332188,Candidatus Saccharimonas aalborgensis
694,694,1249480,Candidatus Sulfuricurvum sp. RIFRC-1
695,695,2293317,Candidatus Syntrophocurvum alkaliphilum
696,696,1410383,Candidatus Tachikawaea gelatinosa
697,697,1748243,Candidatus Tenderia electrophaga
698,698,1705394,Candidatus Thioglobus autotrophicus
699,699,2508687,Candidatus Thioglobus sp. NP1
700,700,2799669,Candidatus Thiothrix singaporensis
701,701,1902579,Candidatus Tokpelaia hoelldoblerii
702,702,1010676,Candidatus Tremblaya phenacola
703,703,2596890,Candidatus Uabimicrobium amorphum
704,704,1930593,Candidatus Velamenicoccus archaeovorus
705,705,412965,Candidatus Vesicomyosocius okutanii
706,706,1759059,Candidatus Viadribacter manganicus
707,707,881286,Candidatus Vidania fulgoroideae
708,708,1415657,Candidatus Walczuchella monophlebidarum
709,709,1619007,Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1
710,710,1704307,Candidatus Xiphinematobacter sp. Idaho Grape
711,711,28188,Capnocytophaga canimorsus
712,712,28189,Capnocytophaga cynodegmi
713,713,2708117,Capnocytophaga endodontalis
714,714,1017,Capnocytophaga gingivalis
715,715,45243,Capnocytophaga haemolytica
716,716,327575,Capnocytophaga leadbetteri
717,717,1018,Capnocytophaga ochracea
718,718,2545799,Capnocytophaga sp. FDAARGOS_737
719,719,1945657,Capnocytophaga sp. H2931
720,720,1705617,Capnocytophaga sp. oral taxon 323
721,721,2748316,Capnocytophaga sp. oral taxon 902
722,722,1019,Capnocytophaga sputigena
723,723,1848904,Capnocytophaga stomatis
724,724,2576756,Caproicibacter fermentans
725,725,2766537,Caproicibacterium amylolyticum
726,726,2507162,Caproiciproducens sp. NJN-50
727,727,2219043,Capsulimonas corticalis
728,728,178899,Carboxydocella thermautotrophica
729,729,129958,Carboxydothermus hydrogenoformans
730,730,650378,Cardinium endosymbiont of Sogatella furcifera
731,731,2718,Cardiobacterium hominis
732,732,2748,Carnobacterium divergens
733,733,2751,Carnobacterium maltaromaticum
734,734,208596,Carnobacterium sp. 17-4
735,735,1564681,Carnobacterium sp. CP1
736,736,2592355,Carnobacterium sp. PL17GRE32
737,737,174587,Carnobacterium viridans
738,738,75697,Castellaniella defragrans
739,739,1679497,Caulobacter flavus
740,740,69395,Caulobacter henricii
741,741,69666,Caulobacter mirabilis
742,742,88688,Caulobacter segnis
743,743,69665,Caulobacter sp. FWC26
744,744,366602,Caulobacter sp. K31
745,745,158823,Cedecea lapagei
746,746,1758178,Celeribacter ethanolicus
747,747,1208324,Celeribacter indicus
748,748,1397108,Celeribacter marinus
749,749,412034,Celerinatantimonas diazotrophica
750,750,1709,Cellulomonas biazotea
751,751,1708,Cellulomonas fimi
752,752,2566013,Cellulomonas shaoxiangyii
753,753,2704467,Cellulomonas sp. H30R-01
754,754,2654191,Cellulomonas sp. JZ18
755,755,2003551,Cellulomonas sp. PSBB021
756,756,2497860,Cellulosilyticum sp. WCF-2
757,757,1710,Cellulosimicrobium cellulans
758,758,2587808,Cellulosimicrobium protaetiae
759,759,1980001,Cellulosimicrobium sp. TH-20
760,760,2303332,Cellvibrio sp. KY-GH-1
761,761,454662,Cellvibrio sp. KY-YJ-3
762,762,1987723,Cellvibrio sp. PSBB006
763,763,1945512,Cellvibrio sp. PSBB023
764,764,43057,Cereibacter azotoformans
765,765,266779,Chelativorans sp. BNC1
766,766,1702325,Chelatococcus sp. CO-6
767,767,2739434,Chitinibacter bivalviorum
768,768,1737446,Chitinibacter fontanus
769,769,2594795,Chitinimonas arctica
770,770,2703787,Chitinophaga agri
771,771,2029983,Chitinophaga caeni
772,772,104663,Chitinophaga filiformis
773,773,2725414,Chitinophaga oryzae
774,774,79329,Chitinophaga pinensis
775,775,2604421,Chitinophaga sp. XS-30
776,776,83557,Chlamydia caviae
777,777,1967783,Chlamydia poikilotherma
778,778,1967782,Chlamydia serpentis
779,779,83559,Chlamydia suis
780,780,458033,Chloracidobacterium thermophilum
781,781,274537,Chlorobaculum limnaeum
782,782,274539,Chlorobaculum parvum
783,783,115852,Chlorobaculum thiosulfatiphilum
784,784,337090,Chlorobium chlorochromatii
785,785,1092,Chlorobium limicola
786,786,152260,Chloroflexus aggregans
787,787,100716,Chloroherpeton thalassium
788,788,2005460,Chondrocystis sp. NIES-4102
789,789,52,Chondromyces crocatus
790,790,626937,Christensenella minuta
791,791,394935,Chromobacterium haemolyticum
792,792,2605945,Chromobacterium paludis
793,793,2059672,Chromobacterium sp. ATCC 53434
794,794,1108595,Chromobacterium vaccinii
795,795,536,Chromobacterium violaceum
796,796,651561,Chryseobacterium arthrosphaerae
797,797,246,Chryseobacterium balustinum
798,798,1241978,Chryseobacterium bernardetii
799,799,1124835,Chryseobacterium carnipullorum
800,800,192389,Chryseobacterium daecheongense
801,801,1324352,Chryseobacterium gallinarum
802,802,373672,Chryseobacterium gambrini
803,803,1685010,Chryseobacterium glaciei
804,804,250,Chryseobacterium gleum
805,805,253,Chryseobacterium indologenes
806,806,254,Chryseobacterium indoltheticum
807,807,112234,Chryseobacterium joostei
808,808,1241981,Chryseobacterium lactis
809,809,1241982,Chryseobacterium nakagawai
810,810,421058,Chryseobacterium oranimense
811,811,558152,Chryseobacterium piperi
812,812,1609531,Chryseobacterium rhizoplanae
813,813,2547600,Chryseobacterium salivictor
814,814,1493872,Chryseobacterium shandongense
815,815,2478663,Chryseobacterium sp. 3008163
816,816,2039166,Chryseobacterium sp. 6424
817,817,1932669,Chryseobacterium sp. JV274
818,818,878220,Chryseobacterium sp. StRB126
819,819,2015076,Chryseobacterium sp. T16E-39
820,820,1141221,Chryseobacterium taihuense
821,821,536441,Chryseobacterium taklimakanense
822,822,2321403,Chryseolinea soli
823,823,2567881,Citricoccus sp. SGAir0253
824,824,225194,Citrifermentans bemidjiense
825,825,60035,Citrifermentans bremense
826,826,2546350,Citrobacter arsenatis
827,827,57706,Citrobacter braakii
828,828,67824,Citrobacter farmeri
829,829,546,Citrobacter freundii
830,830,2077147,Citrobacter freundii complex sp. CFNIH3
831,831,66695,Citrobacter intermedius
832,832,545,Citrobacter koseri
833,833,1563222,Citrobacter pasteurii
834,834,1639133,Citrobacter portucalensis
835,835,67825,Citrobacter rodentium
836,836,67826,Citrobacter sedlakii
837,837,1920110,Citrobacter sp. CFNIH10
838,838,1703250,Citrobacter sp. CRE-46
839,839,2653932,Citrobacter telavivensis
840,840,2562449,Citrobacter tructae
841,841,67827,Citrobacter werkmanii
842,842,133448,Citrobacter youngae
843,843,1734031,Clavibacter phaseoli
844,844,1197717,Cloacibacillus porcorum
845,845,237258,Cloacibacterium normanense
846,846,84022,Clostridium aceticum
847,847,84023,Clostridium autoethanogenum
848,848,1561,Clostridium baratii
849,849,1216932,Clostridium bornimense
850,850,1492,Clostridium butyricum
851,851,1529,Clostridium cadaveris
852,852,1494,Clostridium cochlearium
853,853,223919,Clostridium diolis
854,854,332101,Clostridium drakei
855,855,238834,Clostridium estertheticum
856,856,2068654,Clostridium fermenticellae
857,857,1497,Clostridium formicaceticum
858,858,94869,Clostridium gasigenes
859,859,182773,Clostridium isatidis
860,860,1538,Clostridium ljungdahlii
861,861,2320868,Clostridium manihotivorum
862,862,137838,Clostridium neonatale
863,863,1542,Clostridium novyi
864,864,169679,Clostridium saccharobutylicum
865,865,29369,Clostridium sardiniense
866,866,1548,Clostridium scatologenes
867,867,1504,Clostridium septicum
868,868,2212991,Clostridium sp. AWRP
869,869,755731,Clostridium sp. BNL1100
870,870,1042156,Clostridium sp. SY8519
871,871,1509,Clostridium sporogenes
872,872,394958,Clostridium taeniosporum
873,873,360422,Clostridium tagluense
874,874,1519,Clostridium tyrobutyricum
875,875,1619308,Cnuibacter physcomitrellae
876,876,28258,Cobetia marina
877,877,2661553,Cobetia sp. AM6
878,878,1967665,Cognaticolwellia beringensis
879,879,1715691,Cognatishimia activa
880,880,2507935,Cohnella abietis
881,881,2674991,Cohnella candidum
882,882,2598458,Cohnella cholangitidis
883,883,2728023,Cohnella herbarum
884,884,279058,Collimonas arenae
885,885,158899,Collimonas fungivorans
886,886,279113,Collimonas pratensis
887,887,74426,Collinsella aerofaciens
888,888,28229,Colwellia psychrerythraea
889,889,2497879,Colwellia sp. Arc7-635
890,890,2161872,Colwellia sp. Arc7-D
891,891,58049,Colwellia sp. MT41
892,892,1816218,Colwellia sp. PAMC 20917
893,893,1816219,Colwellia sp. PAMC 21821
894,894,225991,Comamonas aquatica
895,895,225992,Comamonas kerstersii
896,896,1082851,Comamonas serinivorans
897,897,364029,Comamonas sp. E6
898,898,363952,Comamonas thiooxydans
899,899,1847728,Companilactobacillus allii
900,900,392416,Companilactobacillus crustorum
901,901,1612,Companilactobacillus farciminis
902,902,938155,Companilactobacillus futsaii
903,903,1007676,Companilactobacillus ginsenosidimutans
904,904,1074467,Companilactobacillus heilongjiangensis
905,905,2714036,Companilactobacillus pabuli
906,906,2304606,Companilactobacillus zhachilii
907,907,153493,Conchiformibius steedae
908,908,2562285,Constantimarinum furrinae
909,909,116085,Coprococcus catus
910,910,410072,Coprococcus comes
911,911,33043,Coprococcus eutactus
912,912,751585,Coprococcus sp. ART55/1
913,913,35786,Coprothermobacter proteolyticus
914,914,184914,Corallococcus coralloides
915,915,38284,Corynebacterium accolens
916,916,1697,Corynebacterium ammoniagenes
917,917,43765,Corynebacterium amycolatum
918,918,2684406,Corynebacterium anserum
919,919,191610,Corynebacterium atypicum
920,920,169292,Corynebacterium aurimucosum
921,921,161896,Corynebacterium camporealensis
922,922,160386,Corynebacterium casei
923,923,1862358,Corynebacterium choanae
924,924,2675218,Corynebacterium comes
925,925,1652495,Corynebacterium crudilactis
926,926,152794,Corynebacterium efficiens
927,927,2488819,Corynebacterium endometrii
928,928,1050174,Corynebacterium epidermidicanis
929,929,108486,Corynebacterium falsenii
930,930,28028,Corynebacterium flavescens
931,931,187491,Corynebacterium glaucum
932,932,39791,Corynebacterium glucuronolyticum
933,933,2055947,Corynebacterium heidelbergense
934,934,699041,Corynebacterium hindlerae
935,935,1223514,Corynebacterium humireducens
936,936,156978,Corynebacterium imitans
937,937,38289,Corynebacterium jeikeium
938,938,2675216,Corynebacterium kalinowskii
939,939,1979527,Corynebacterium kefirresidentii
940,940,161879,Corynebacterium kroppenstedtii
941,941,35755,Corynebacterium kutscheri
942,942,2079535,Corynebacterium liangguodongii
943,943,2763010,Corynebacterium lujinxingii
944,944,38290,Corynebacterium macginleyi
945,945,43768,Corynebacterium matruchotii
946,946,38301,Corynebacterium minutissimum
947,947,571915,Corynebacterium mustelae
948,948,2675219,Corynebacterium occultum
949,949,1471400,Corynebacterium pelargi
950,950,161895,Corynebacterium phocae
951,951,2684405,Corynebacterium poyangense
952,952,43769,Corynebacterium propinquum
953,953,1737425,Corynebacterium provencense
954,954,37637,Corynebacterium pseudodiphtheriticum
955,955,2080757,Corynebacterium pseudopelargi
956,956,1724,Corynebacterium renale
957,957,2719119,Corynebacterium rouxii
958,958,2594913,Corynebacterium sanguinis
959,959,2320431,Corynebacterium silvaticum
960,960,146827,Corynebacterium simulans
961,961,161899,Corynebacterium singulare
962,962,1720,Corynebacterium sp.
963,963,1487956,Corynebacterium sp. ATCC 6931
964,964,2599641,Corynebacterium sp. sy039
965,965,1705,Corynebacterium stationis
966,966,43770,Corynebacterium striatum
967,967,2506452,Corynebacterium suranareeae
968,968,136857,Corynebacterium testudinoris
969,969,38304,Corynebacterium tuberculostearicum
970,970,401472,Corynebacterium ureicelerivorans
971,971,2487892,Corynebacterium urogenitale
972,972,1072256,Corynebacterium uterequi
973,973,1727,Corynebacterium variabile
974,974,2735136,Corynebacterium wankanglinii
975,975,1725,Corynebacterium xerosis
976,976,2768834,Corynebacterium zhongnanshanii
977,977,343403,Costertonia aggregata
978,978,56438,Couchioplanes caeruleus
979,979,325775,Coxiella endosymbiont of Amblyomma americanum
980,980,2487929,Coxiella endosymbiont of Amblyomma sculptum
981,981,1987500,Coxiella-like endosymbiont of Amblyomma americanum
982,982,2599308,Crassaminicella thermophila
983,983,1267766,Croceibacterium atlanticum
984,984,450378,Croceicoccus marinus
985,985,1348774,Croceicoccus naphthovorans
986,986,2761580,Croceimicrobium hydrocarbonivorans
987,987,2546360,Crocosphaera subtropica
988,988,413501,Cronobacter muytjensii
989,989,413502,Cronobacter turicensis
990,990,1118202,Cruoricaptor ignavus
991,991,670052,Cryobacterium arcticum
992,992,1978566,Cryobacterium sp. LW097
993,993,68895,Cupriavidus basilensis
994,994,151783,Cupriavidus campinensis
995,995,2608999,Cupriavidus cauae
996,996,82541,Cupriavidus gilardii
997,997,119219,Cupriavidus metallidurans
998,998,1796606,Cupriavidus nantongensis
999,999,96344,Cupriavidus oxalaticus
1000,1000,82633,Cupriavidus pauculus
1001,1001,876364,Cupriavidus sp. USMAA2-4
1002,1002,164546,Cupriavidus taiwanensis
1003,1003,2035,Curtobacterium flaccumfaciens
1004,1004,1561023,Curtobacterium sp. MR_MD2014
1005,1005,2070337,Curtobacterium sp. SGAir0471
1006,1006,33010,Cutibacterium avidum
1007,1007,33011,Cutibacterium granulosum
1008,1008,2054282,Cyanobacterium sp. HL-69
1009,1009,1851505,Cyanobium sp. NIES-981
1010,1010,395961,Cyanothece sp. PCC 7425
1011,1011,320787,Cyclobacterium amurskyense
1012,1012,385025,Cycloclasticus sp. P1
1013,1013,1457365,Cyclonatronum proteinivorum
1014,1014,43,Cystobacter fuscus
1015,1015,1399,Cytobacillus firmus
1016,1016,859143,Cytobacillus kochii
1017,1017,665099,Cytobacillus oceanisediminis
1018,1018,1637975,Cytobacillus solani
1019,1019,2779776,Cytobacillus suaedae
1020,1020,259537,Dechloromonas aromatica
1021,1021,281362,Dechloromonas denitrificans
1022,1022,2231055,Dechloromonas sp. HYN0024
1023,1023,2739061,Deefgea piscis
1024,1024,111831,Defluviicoccus vanus
1025,1025,1006576,Defluviitoga tunisiensis
1026,1026,1131462,Dehalobacter sp. CF
1027,1027,1522671,Dehalococcoides sp. UCH007
1028,1028,1839801,Dehalogenimonas formicexedens
1029,1029,943347,Dehalogenimonas sp. WBC-2
1030,1030,1768108,Deinococcus actinosclerus
1031,1031,310783,Deinococcus deserti
1032,1032,317577,Deinococcus ficus
1033,1033,68909,Deinococcus geothermalis
1034,1034,57498,Deinococcus grandis
1035,1035,2202254,Deinococcus irradiatisoli
1036,1036,2489213,Deinococcus psychrotolerans
1037,1037,1182568,Deinococcus puniceus
1038,1038,32062,Deinococcus radiophilus
1039,1039,1309411,Deinococcus soli (ex Cha et al. 2016)
1040,1040,2652443,Deinococcus sp. AJ005
1041,1041,980427,Deinococcus wulumuqiensis
1042,1042,80866,Delftia acidovorans
1043,1043,558537,Delftia lacustris
1044,1044,742013,Delftia sp. Cs1-4
1045,1045,1920191,Delftia sp. HK171
1046,1046,180282,Delftia tsuruhatensis
1047,1047,311182,Denitratisoma oestradiolicum
1048,1048,79604,Denitrobacterium detoxificans
1049,1049,1630135,Dermabacter vaginalis
1050,1050,322596,Dermacoccus abyssi
1051,1051,1274,Dermacoccus nishinomiyaensis
1052,1052,2762331,Dermacoccus sp. PAMC28757
1053,1053,1863,Dermatophilus congolensis
1054,1054,218208,Desulfatibacillum aliphaticivorans
1055,1055,36854,Desulfitobacterium dehalogenans
1056,1056,60893,Desulfobacca acetoxidans
1057,1057,1986146,Desulfobulbus oralis
1058,1058,894,Desulfobulbus propionicus
1059,1059,58135,Desulfofundulus kuznetsovii
1060,1060,2358,Desulfomonile tiedjei
1061,1061,1833852,Desulforamulus ferrireducens
1062,1062,59610,Desulforamulus reducens
1063,1063,571177,Desulfosarcina alkanivorans
1064,1064,947919,Desulfosarcina widdelii
1065,1065,181663,Desulfosudis oleivorans
1066,1066,84980,Desulfotalea psychrophila
1067,1067,44742,Desulfovibrio fairfieldensis
1068,1068,241368,Desulfovibrio ferrophilus
1069,1069,901,Desulfovibrio piger
1070,1070,631220,Desulfovibrio sp. G11
1071,1071,33002,Desulfurella acetivorans
1072,1072,427923,Desulfurivibrio alkaliphilus
1073,1073,1603606,Desulfuromonas soudanensis
1074,1074,1823759,Desulfuromonas sp. DDH964
1075,1075,400770,Devosia ginsengisoli
1076,1076,2083786,Devosia sp. I507
1077,1077,2759954,Devosia sp. MC521
1078,1078,2582419,Dialister hominis
1079,1079,39950,Dialister pneumosintes
1080,1080,1288495,Diaphorobacter aerolatus
1081,1081,164759,Diaphorobacter nitroreducens
1082,1082,1715720,Diaphorobacter ruginosibacter
1083,1083,2714924,Diaphorobacter sp. HDW4A
1084,1084,870,Dichelobacter nodosus
1085,1085,1401087,Dickeya aquatica
1086,1086,204039,Dickeya dianthicola
1087,1087,568768,Dickeya poaceiphila
1088,1088,204042,Dickeya zeae
1089,1089,14,Dictyoglomus thermophilum
1090,1090,513050,Dictyoglomus turgidum
1091,1091,322509,Dietzia kunjamensis
1092,1092,546160,Dietzia lutea
1093,1093,139021,Dietzia psychralcaliphila
1094,1094,712270,Dietzia sp. oral taxon 368
1095,1095,499555,Dietzia timorensis
1096,1096,215813,Dinoroseobacter shibae
1097,1097,2715679,Dissulfurispira thermophila
1098,1098,983548,Dokdonia sp. 4H-3-7-5
1099,1099,2173169,Dokdonia sp. Dokd-P16
1100,1100,1914871,Dolichospermum sp. UHCC 0315A
1101,1101,29394,Dolosigranulum pigrum
1102,1102,39486,Dorea formicigenerans
1103,1103,88431,Dorea longicatena
1104,1104,2706887,Draconibacterium halophilum
1105,1105,1168034,Draconibacterium orientale
1106,1106,1619313,Duffyella gerundensis
1107,1107,1379159,Dyella jiangningensis
1108,1108,2501295,Dyella sp. M7H15-1
1109,1109,2763498,Dyella telluris
1110,1110,445710,Dyella thiooxydans
1111,1111,2714926,Dysgonomonas sp. HDW5A
1112,1112,2093857,Dysosmobacter welbionis
1113,1113,2591634,Echinicola soli
1114,1114,1795355,Echinicola strongylocentroti
1115,1115,421628,Ectothiorhodospira haloalkaliphila
1116,1116,1442136,Ectothiorhodospira sp. BSL-9
1117,1117,2703788,Edaphobacter sp. 12200R-103
1118,1118,2763071,Edaphobacter sp. 4G125
1119,1119,93378,Edwardsiella hoshinae
1120,1120,67780,Edwardsiella ictaluri
1121,1121,2690837,Eggerthella guodeyinii
1122,1122,502558,Eggerthella sp. YY7918
1123,1123,1670831,Egibacter rhizosphaerae
1124,1124,944,Ehrlichia canis
1125,1125,35795,Ehrlichia muris
1126,1126,539,Eikenella corrodens
1127,1127,1756149,Elizabethkingia bruuniana
1128,1128,238,Elizabethkingia meningoseptica
1129,1129,172045,Elizabethkingia miricola
1130,1130,2575699,Elizabethkingia sp. 2-6
1131,1131,2583851,Elizabethkingia sp. JS20170427COW
1132,1132,1756150,Elizabethkingia ursingii
1133,1133,423605,Elusimicrobium minutum
1134,1134,1776384,Emergencia timonensis
1135,1135,247,Empedobacter brevis
1136,1136,343874,Empedobacter falsenii
1137,1137,1628248,Empedobacter stercoris
1138,1138,1408281,Endomicrobium proavitum
1139,1139,215803,Enhygromyxa salina
1140,1140,881260,Enterobacter bugandensis
1141,1141,69218,Enterobacter cancerogenus
1142,1142,2494701,Enterobacter chengduensis
1143,1143,2494702,Enterobacter huaxiensis
1144,1144,539813,Enterobacter mori
1145,1145,2071710,Enterobacter sichuanensis
1146,1146,399742,Enterobacter sp. 638
1147,1147,1166130,Enterobacter sp. R4-368
1148,1148,1920109,Enterobacteriaceae bacterium ENNIH2
1149,1149,2052938,Enterobacteriaceae bacterium S05
1150,1150,2675791,Enterobacteriaceae endosymbiont of Macroplea mutica
1151,1151,2675795,Enterobacteriaceae endosymbiont of Plateumaris pusilla
1152,1152,333367,Enterocloster asparagiformis
1153,1153,208479,Enterocloster bolteae
1154,1154,33945,Enterococcus avium
1155,1155,37734,Enterococcus casseliflavus
1156,1156,44008,Enterococcus cecorum
1157,1157,53345,Enterococcus durans
1158,1158,1353,Enterococcus gallinarum
1159,1159,160453,Enterococcus gilvus
1160,1160,1354,Enterococcus hirae
1161,1161,357441,Enterococcus lactis
1162,1162,53346,Enterococcus mundtii
1163,1163,71452,Enterococcus raffinosus
1164,1164,1805431,Enterococcus saigonensis
1165,1165,332949,Enterococcus silesiacus
1166,1166,417368,Enterococcus thailandicus
1167,1167,2762277,Entomobacter blattae
1168,1168,2785331,Entomomonas asaccharolytica
1169,1169,2213226,Entomomonas moraniae
1170,1170,74700,Entomoplasma freundtii
1171,1171,2268024,Ephemeroptericola cinctiostellae
1172,1172,1891644,Epidermidibacterium keratini
1173,1173,2487072,Epilithonimonas vandammei
1174,1174,1416779,Epilithonimonas zeae
1175,1175,55211,Erwinia persicina
1176,1176,55212,Erwinia rhapontici
1177,1177,215689,Erwinia sp. Ejp617
1178,1178,338565,Erwinia tasmaniensis
1179,1179,65700,Erwinia tracheiphila
1180,1180,225084,Erysipelothrix inopinata
1181,1181,1514105,Erysipelothrix larvae
1182,1182,2485784,Erysipelothrix piscisicarius
1183,1183,2714930,Erysipelothrix sp. HDW6C
1184,1184,1834207,Erysipelotrichaceae bacterium I46
1185,1185,2182384,Erythrobacter aureus
1186,1186,2739433,Erythrobacter mangrovi
1187,1187,1112,Erythrobacter neustonensis
1188,1188,2011159,Erythrobacter sp. KY5
1189,1189,2587851,Erythrobacter sp. THAF29
1190,1190,208962,Escherichia albertii
1191,1191,564,Escherichia fergusonii
1192,1192,1499973,Escherichia marmotae
1193,1193,2044467,Escherichia sp. E4742
1194,1194,253239,Ethanoligenens harbinense
1195,1195,1528,Eubacterium barkeri
1196,1196,53442,Eubacterium callanderi
1197,1197,1736,Eubacterium limosum
1198,1198,2041044,Eubacterium maltosivorans
1199,1199,39496,Eubacterium ventriosum
1200,1200,1608957,Euzebya pacifica
1201,1201,1761453,Euzebyella marina
1202,1202,41202,Ewingella americana
1203,1203,33987,Exiguobacterium aurantiacum
1204,1204,307643,Exiguobacterium profundum
1205,1205,332410,Exiguobacterium sibiricum
1206,1206,360911,Exiguobacterium sp. AT1b
1207,1207,46507,Ezakiella coagulans
1208,1208,1982626,Faecalibacillus intestinalis
1209,1209,411483,Faecalibacterium duncaniae
1210,1210,1702221,Faecalibaculum rodentium
1211,1211,39483,Faecalitalea cylindroides
1212,1212,1579316,Falsihalocynthiibacter arcticus
1213,1213,82135,Fannyhessea vaginae
1214,1214,236753,Fastidiosipila sanguinis
1215,1215,1562970,Fermentimonas caenicola
1216,1216,2724191,Ferrimonas lipolytica
1217,1217,1188319,Ferriphaselus amnicola
1218,1218,2594003,Ferrovibrio terrae
1219,1219,2423,Fervidobacterium islandicum
1220,1220,2424,Fervidobacterium nodosum
1221,1221,93466,Fervidobacterium pennivorans
1222,1222,1834519,Fibrella sp. ES10-3-2-2
1223,1223,833,Fibrobacter succinogenes
1224,1224,255247,Fictibacillus arsenicus
1225,1225,1221500,Fictibacillus phosphorivorans
1226,1226,477680,Filimonas lacunae
1227,1227,1260,Finegoldia magna
1228,1228,1752063,Fischerella sp. NIES-3754
1229,1229,373891,Flammeovirga kamogawensis
1230,1230,2494373,Flammeovirga pectinis
1231,1231,1191459,Flammeovirga sp. MY04
1232,1232,367791,Flammeovirga yaeyamensis
1233,1233,1257021,Flammeovirgaceae bacterium 311
1234,1234,2496867,Flaviflexus ciconiae
1235,1235,1282737,Flaviflexus salsibiostraticola
1236,1236,661481,Flavisolibacter ginsenosidimutans
1237,1237,1492898,Flavisolibacter tropicus
1238,1238,1803846,Flavivirga eckloniae
1239,1239,531844,Flavobacteriaceae bacterium 3519-10
1240,1240,1150389,Flavobacteriaceae bacterium UJ101
1241,1241,2175091,Flavobacterium album
1242,1242,2602769,Flavobacterium alkalisoli
1243,1243,459526,Flavobacterium anhuiense
1244,1244,1784713,Flavobacterium arcticum
1245,1245,2704140,Flavobacterium bizetiae
1246,1246,55197,Flavobacterium branchiophilum
1247,1247,1114861,Flavobacterium collinsii
1248,1248,996,Flavobacterium columnare
1249,1249,1306519,Flavobacterium commune
1250,1250,2183896,Flavobacterium crocinum
1251,1251,1355330,Flavobacterium faecale
1252,1252,2249356,Flavobacterium fluviale
1253,1253,1492737,Flavobacterium gilvum
1254,1254,1678728,Flavobacterium kingsejongi
1255,1255,2162713,Flavobacterium magnum
1256,1256,2547394,Flavobacterium nackdongense
1257,1257,2172098,Flavobacterium pallidum
1258,1258,2654843,Flavobacterium panici
1259,1259,2518177,Flavobacterium sangjuense
1260,1260,2201181,Flavobacterium sediminis
1261,1261,292800,Flavonifractor plautii
1262,1262,2352,Flexistipes sinusarabici
1263,1263,1859475,Floricoccus penangensis
1264,1264,1751046,Fluviibacter phosphoraccumulans
1265,1265,2493639,Fluviispira sanaruensis
1266,1266,2558361,Formicincola oecophyllae
1267,1267,2594004,Formosa sediminum
1268,1268,1336794,Formosa sp. Hel1_33_131
1269,1269,1336795,Formosa sp. Hel3_A1_48
1270,1270,2007306,Francisella adeliensis
1271,1271,1542390,Francisella frigiditurris
1272,1272,549298,Francisella halioticida
1273,1273,2249302,Francisella marina
1274,1274,2016517,Francisella opportunistica
1275,1275,573569,Francisella salina
1276,1276,1547445,Francisella sp. FSC1006
1277,1277,573570,Francisella uliginis
1278,1278,106370,Frankia casuarinae
1279,1279,298653,Frankia sp. EAN1pec
1280,1280,81475,Frateuria aurantia
1281,1281,123824,Frederiksenia canicola
1282,1282,651822,Fretibacterium fastidiosum
1283,1283,1335048,Frigidibacter mobilis
1284,1284,2596916,Frigoribacterium sp. NBH87
1285,1285,2774151,Frigoriglobus tundricola
1286,1286,1267021,Frischella perrara
1287,1287,1795630,Frondihabitans sp. PAMC 28766
1288,1288,1614,Fructilactobacillus fructivorans
1289,1289,1625,Fructilactobacillus sanfranciscensis
1290,1290,1891926,Fuerstiella marisgermanici
1291,1291,231049,Furfurilactobacillus rossiae
1292,1292,285729,Fusobacterium canifelinum
1293,1293,2764326,Fusobacterium hominis
1294,1294,1583098,Fusobacterium hwasookii
1295,1295,850,Fusobacterium mortiferum
1296,1296,76857,Fusobacterium polymorphum
1297,1297,2663009,Fusobacterium pseudoperiodonticum
1298,1298,861,Fusobacterium ulcerans
1299,1299,856,Fusobacterium varium
1300,1300,750,Gallibacterium anatis
1301,1301,1173025,Geitlerinema sp. PCC 7407
1302,1302,1379,Gemella haemolysans
1303,1303,29391,Gemella morbillorum
1304,1304,84135,Gemella sanguinis
1305,1305,1785995,Gemella sp. oral taxon 928
1306,1306,1615909,Geminocystis sp. NIES-3708
1307,1307,1617448,Geminocystis sp. NIES-3709
1308,1308,1210884,Gemmata massiliana
1309,1309,114,Gemmata obscuriglobus
